Name,Description,Review,Data type,Category,Source Citation,Source Description,63 Hz,125 Hz,250 Hz,500 Hz,1000 Hz,2000 Hz,4000 Hz,8000 Hz
Mitsubishi PURY-P500YSJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,78,82,81.5,76.5,74.5,71,69.5,62.5
Mitsubishi PURY-P450YJM-A1(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,80,81.5,81,76,74,71,68.5,63
Mitsubishi PURY-P450YJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81.5,82.5,84,78,75.5,73,73,64
Mitsubishi PURY-P400YJM-A1(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81.5,81,80,75.5,73.5,70.5,67.5,63.5
Mitsubishi PURY-P400YJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,82.5,80.5,77,75,73,72.5,65
Mitsubishi PURY-P350YJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88,81.5,79.5,76,74,72,71.5,64
Mitsubishi PURY-P300YJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,80.5,80,79,75,73.5,70,70,66.5
Mitsubishi PURY-P250YJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,75,79,78.5,73.5,71.5,68,66.5,59.5
Mitsubishi PURY-P200YJM-A(-BS),Outdoor Unit - New R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,78.5,78,77,72.5,70.5,67.5,64.5,60.5
Mitsubishi PURY-EP600YSHM-A(-BS),Outdoor Unit -R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,85,81.5,77,73.5,70,66.5,60
Mitsubishi PURY-EP550YSHM-A(-BS),Outdoor Unit -R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,84,81,76,72.5,68.5,64.5,58
Mitsubishi PURY-EP500YSHM-A(-BS),Outdoor Unit -R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89.5,84,81,75.5,72.5,68.5,64.5,58.5
Mitsubishi PURY-EP450YSHM-A(-BS),Outdoor Unit -R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,82,82.5,80,74,70.5,66,60.5,56
Mitsubishi PURY-EP400YSHM-A(-BS),Outdoor Unit -R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,84,82.5,80,73.5,70.5,66,59.5,56.5
Mitsubishi PURY-EP300YHM-A(-BS),Outdoor Unit -R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,82,78.5,74,70.5,67,63.5,57
Mitsubishi PURY-EP200YHM-A(-BS),Outdoor Unit -R2 Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81,79.5,77,70.5,67.5,63,56.5,53.5
Mitsubishi PURY-P800YSHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,93,86,82.5,78,74.5,71,67.5,61
Mitsubishi PURY-P750YSHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92.5,85.5,82,77.5,74,70.5,67,60.5
Mitsubishi PURY-P700YSHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90.5,85,82,77,73.5,70,66.5,62
Mitsubishi PURY-P650YSHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,84.5,81.5,76.5,73,69.5,66,61.5
Mitsubishi PURY-P600YSHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,85,83.5,81,76,73,68.5,65,62.5
Mitsubishi PURY-P550YSHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,83,83,80.5,75,72,67.5,63.5,60.5
Mitsubishi PURY-P500YSHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,79,82,80,74,70.5,66,61,55
Mitsubishi PURY-P450YSHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81.5,82,79.5,74,70.5,66,60.5,56
Mitsubishi PURY-P400YHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,83,79.5,75,71.5,68,64.5,58
Mitsubishi PURY-P350YHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,82,78.5,74,70.5,67,63.5,57
Mitsubishi PURY-P300YHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,82,80.5,78,73,70,65.5,62,59.5
Mitsubishi PURY-P250YHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,76,79,77,71,67.5,63,58,52
Mitsubishi PURY-P200YHM-A(-BS),Outdoor Unit- R2 Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,79.5,78,75.5,70,67,62.5,56,53
Mitsubishi PUHY-HP500YSHM-A(-BS),Outdoor Unit - Zuba Dan Y series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,79,82,80,74,70.5,66,61,55
Mitsubishi PUHY-HP400YSHM-A(-BS),Outdoor Unit - Zuba Dan Y series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,82.5,81,78.5,73,70,65.5,59,56
Mitsubishi PUHY-HP250YHM-A(-BS),Outdoor Unit - Zuba Dan Y series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,76,79,77,71,67.5,63,58,52
Mitsubishi PUHY-HP200YHM-A(-BS),Outdoor Unit - Zuba Dan Y series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,79.5,78,75.5,70,67,62.5,56,53
Mitsubishi PQHY-P500YSGM-A,Outdoor Unit - WY Series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,75,71,65.5,62.5,60,59,58.5,57
Mitsubishi PQHY-P400YSGM-A,Outdoor Unit - WY Series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,73,69,63,59,57,56,55.5,54
Mitsubishi PQHY-P250YGM-A,Outdoor Unit - WY Series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,78.5,66.5,64.5,57.5,49.5,48,46.5,48.5
Mitsubishi PQHY-P200YGM-A,Outdoor Unit - WY Series,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,77.5,65.5,63.5,56.5,48.5,47,45.5,47.5
Mitsubishi PUHY-EP900YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,89.5,86,82.5,80,77.5,76,69
Mitsubishi PUHY-EP850YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91,88.5,85.5,82,79.5,77,76,67.5
Mitsubishi PUHY-EP800YSJM-A1(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91.5,87,84.5,81,79,77,76,68
Mitsubishi PUHY-EP800YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88.5,88,85,82,79,76.5,74.5,66.5
Mitsubishi PUHY-EP750YSJM-A1(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92.5,86.5,84.5,81,79,77,76,69
Mitsubishi PUHY-EP750YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,87,84.5,81,78.5,76,75,67.5
Mitsubishi PUHY-EP700YSJM-A1(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91,85.46,83.96,79.96,78,76,75,68
Mitsubishi PUHY-EP700YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,87.5,86.5,84.5,80,77.5,75,72.5,66
Mitsubishi PUHY-EP650YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,85,83.5,79,77,75,73,67
Mitsubishi PUHY-EP600YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88,87.5,83.96,81,78,75.5,74,65
Mitsubishi PUHY-EP550YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89.5,86.5,83.5,80,77.5,75,74,66
Mitsubishi PUHY-EP500YSJM-A1(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90.5,84.46,82.46,78.96,76.96,74.96,74.46,67
Mitsubishi PUHY-EP500YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,86.4,85.5,83,79.5,76.5,74,72,64.5
Mitsubishi PUHY-EP450YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88.5,83.5,82,78,76,74,72.5,66
Mitsubishi PUHY-EP400YSJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,83.5,82.5,81.5,76,74.5,71.5,68,64
Mitsubishi PUHY-EP300YJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,85,84.5,81,77.96,75,72.5,71,62
Mitsubishi PUHY-EP250YJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,87.5,81.46,79.46,75.96,73.96,71.96,71.46,64
Mitsubishi PUHY-EP200YJM-A(-BS),Outdoor Unit - New Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,80.5,79.5,78.5,73,71.5,68.5,65,61
Mitsubishi PUHY-P1250YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89.5,87,87.5,82,79.5,77.5,77,68.5
Mitsubishi PUHY-P1200YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,87,86.5,82,80,77.5,77,69
Mitsubishi PUHY-P1150YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91,86.5,86,81.5,79.5,77,76.5,69
Mitsubishi PUHY-P1100YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92.5,86.46,84.46,80.96,78.96,76.96,76.46,69
Mitsubishi PUHY-P1050YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,86.54,84.54,81.04,79.04,76.54,76.04,70
Mitsubishi PUHY-P1000YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,86,84.5,80.5,78.5,76,75.5,71
Mitsubishi PUHY-P950YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,86,84.5,80.5,78.5,76,75.5,69.5
Mitsubishi PUHY-P900YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,84.5,85.5,87,81,78.5,76,76,67
Mitsubishi PUHY-P850YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89.5,85.5,85.46,80.46,78.46,76,75.5,67.5
Mitsubishi PUHY-P800YSJM-A1(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,85.5,83.5,80,78,75.5,75.5,68
Mitsubishi PUHY-P800YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88.5,85,85.3,80,77.5,75.5,75,67
Mitsubishi PUHY-P750YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91.46,84.96,82.96,79.46,77.46,75.46,74.96,67.46
Mitsubishi PUHY-P700YSJM-A1(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89.5,84.5,82.5,79,77,74.5,74.5,68.5
Mitsubishi PUHY-P700YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90.5,84.45,82.45,78.95,76.95,74.95,74.45,67
Mitsubishi PUHY-P650YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88.5,84,82.5,78.5,76.5,74,73.5,68.5
Mitsubishi PUHY-P600YSJM-A1(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,87.5,83.5,82,78,76,74,73,65.5
Mitsubishi PUHY-P600YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,83.5,83,82,77.96,76.5,73,73,69.5
Mitsubishi PUHY-P550YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81.5,83,82,77.5,76,72.5,72,67.5
Mitsubishi PUHY-P500YSJM-A1(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,83,82.5,81,77,75.5,72,71.5,67.5
Mitsubishi PUHY-P500YSJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,79,83,82,77,75.5,72.5,70.5,63.5
Mitsubishi PUHY-P450YJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81.5,82.5,84,78,75.5,73,73,64
Mitsubishi PUHY-P400YJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,82.5,80.5,77,75,72.5,72.5,65
Mitsubishi PUHY-P350YJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,87.5,81.5,79.5,76,74,72,71.5,64
Mitsubishi PUHY-P300YJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,80.5,79.96,78.95,74.96,73.46,70,70,66.5
Mitsubishi PUHY-P250YJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,76,80,79,74,72.5,69.5,67.5,60.5
Mitsubishi PUHY-P200YJM-A(-BS),Outdoor Unit - New Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,78.5,78,76.5,72.5,70.5,67.5,64.5,60.5
Mitsubishi PUHY-EP900YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,94,87,83.5,79,75.5,72,68.5,62
Mitsubishi PUHY-EP850YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,86,83,78,74.5,70.5,67,60.5
Mitsubishi PUHY-EP800YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92.5,86,83,78,74.5,71,67,61
Mitsubishi PUHY-EP750YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,85,82.5,77,73.5,69.5,65,59.5
Mitsubishi PUHY-EP700YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,85.5,82.5,77,73.5,69.5,65,60
Mitsubishi PUHY-EP650YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,85,81.5,77,73.5,70,66.5,60
Mitsubishi PUHY-EP600YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,85,82,77,73.5,69.5,65.5,59
Mitsubishi PUHY-EP550YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,84,81,76,72.5,68.5,64.5,58
Mitsubishi PUHY-EP500YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81,84,82,76,72.5,68,63,57
Mitsubishi PUHY-EP450YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,82,82.5,80,74,70.5,66,60.5,56
Mitsubishi PUHY-EP400YSHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,84,82.5,80,73.5,70.5,66,59.5,56.5
Mitsubishi PUHY-EP300YHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,82,78.5,74,70.5,67,63.5,57
Mitsubishi PUHY-EP200YHM-A(-BS),Outdoor Unit - Y Series Hi COP,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,81,79.5,77,70.5,67.5,63,56.5,53.5
Mitsubishi PUHY-P1250YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,94,87,84,79.5,76,72.5,70,63
Mitsubishi PUHY-P1200YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,94,87,83.5,79,75.5,72,69,62.5
Mitsubishi PUHY-P1150YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,93,86,83,78.5,75,71.5,68.5,61.5
Mitsubishi PUHY-P1100YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,93,86,82.5,78,74.5,71,67.5,61
Mitsubishi PUHY-P1050YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,86,82.5,78,74.5,71,67.5,62
Mitsubishi PUHY-P1000YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,91,86,83,78,74.5,70.5,67,63
Mitsubishi PUHY-P950YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90.5,86,83,78,74.5,70.5,67,62
Mitsubishi PUHY-P900YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,93,86,83,78.5,75,71.5,69,62
Mitsubishi PUHY-P850YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,93,86,83,78.5,75,71.5,68.5,61.5
Mitsubishi PUHY-P800YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92.5,85.5,82.5,78,74.5,71,68,61
Mitsubishi PUHY-P750YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,92,85,81.5,77,73.5,70,66.5,60
Mitsubishi PUHY-P700YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,83,79.5,75,71.5,68,64.5,58
Mitsubishi PUHY-P650YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,88,83,80,75,71.5,67.5,64,60
Mitsubishi PUHY-P600YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,87.5,82.5,80,74.5,71,67,63,57
Mitsubishi PUHY-P550YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,82.5,82.5,80,74.5,71,67,62.5,59.5
Mitsubishi PUHY-P500YSHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,79,82,80,74,70.5,66,61,55
Mitsubishi PUHY-P450YHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90.5,83.5,80.5,76,72.5,69,66.5,59.5
Mitsubishi PUHY-P400YHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,90,83,79.5,75,71.5,68,64.5,58
Mitsubishi PUHY-P350YHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,89,82,78.5,74,70.5,67,63.5,57
Mitsubishi PUHY-P300YHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,82,80.5,78,73,70,65.5,62,59.5
Mitsubishi PUHY-P250YHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,76,79,77,71,67.5,63,58,52
Mitsubishi PUHY-P200YHM-A(-BS),Outdoor Unit- Y Series Standard,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,79.5,78,75.5,70,67,62.5,56,53
